SvSystem,UTC,Toe,ObsToc,x,y,z,SvClockOffset,RelativisticError,Health
E26,1691676629.9145925045,1691677200.0000000000,1691676630.0000000000,6353291.1605636217,-14904497.0118674207,24769276.2688546032,0.0001887284,0.0000000004,0
E26,1691676659.9146544933,1691677200.0000000000,1691676660.0000000000,6424141.9859024622,-14880979.8601138145,24765120.0768581256,0.0001887287,0.0000000004,0
E26,1691676689.9147162437,1691677200.0000000000,1691676690.0000000000,6495037.1982882032,-14857638.1654687636,24760621.2490834408,0.0001887290,0.0000000004,0
E26,1691676719.9147779942,1691677200.0000000000,1691676720.0000000000,6565975.3881162722,-14834472.3296620548,24755779.8470889218,0.0001887294,0.0000000004,0
E26,1691676749.9148395061,1691677200.0000000000,1691676750.0000000000,6636955.1425208505,-14811482.7470279410,24750595.9372462183,0.0001887297,0.0000000004,0
E26,1691676779.9149007797,1691677200.0000000000,1691676780.0000000000,6707975.0471117161,-14788669.8039367162,24745069.5906308070,0.0001887300,0.0000000004,0
E26,1691676809.9149618149,1691677200.0000000000,1691676810.0000000000,6779033.6854582522,-14766033.8789681494,24739200.8830553964,0.0001887304,0.0000000004,0
E26,1691676839.9150226116,1691677200.0000000000,1691676840.0000000000,6850129.6391359167,-14743575.3428995088,24732989.8950689584,0.0001887307,0.0000000004,0
E26,1691676869.9150834084,1691677200.0000000000,1691676870.0000000000,6921261.4883391513,-14721294.5585169084,24726436.7119021527,0.0001887310,0.0000000004,0
E26,1691676899.9151439667,1691677200.0000000000,1691676900.0000000000,6992427.8102322444,-14699191.8811358046,24719541.4236211367,0.0001887314,0.0000000004,0
E26,1691676929.9152042866,1691677200.0000000000,1691676930.0000000000,7063627.1806918522,-14677267.6580546889,24712304.1249768399,0.0001887317,0.0000000004,0
E26,1691676959.9152643681,1691677200.0000000000,1691676960.0000000000,7134858.1737894686,-14655522.2287230622,24704724.9154517464,0.0001887320,0.0000000004,0
E26,1691676989.9153242111,1691677200.0000000000,1691676990.0000000000,7206119.3618384190,-14633955.9247307088,24696803.8992585428,0.0001887324,0.0000000004,0
E26,1691677019.9153838158,1691677200.0000000000,1691677020.0000000000,7277409.3154413020,-14612569.0697970167,24688541.1853386983,0.0001887327,0.0000000004,0
E26,1691677049.9154434204,1691677200.0000000000,1691677050.0000000000,7348726.6041042395,-14591361.9795928840,24679936.8872912750,0.0001887330,0.0000000004,0
E26,1691677079.9155025482,1691677200.0000000000,1691677080.0000000000,7420069.7940171938,-14570334.9624032807,24670991.1236476079,0.0001887333,0.0000000004,0
E26,1691677109.9155616760,1691677200.0000000000,1691677110.0000000000,7491437.4520690273,-14549488.3179415017,24661704.0173842944,0.0001887337,0.0000000004,0
E26,1691677139.9156205654,1691677200.0000000000,1691677140.0000000000,7562828.1419270206,-14528822.3385128733,24652075.6964123920,0.0001887340,0.0000000004,0
E26,1691677169.9156792164,1691677200.0000000000,1691677170.0000000000,7634240.4263520855,-14508337.3083357140,24642106.2932939678,0.0001887343,0.0000000004,0
E26,1691677199.9157376289,1691677200.0000000000,1691677200.0000000000,7705672.8666796274,-14488033.5037002861,24631795.9453101270,0.0001887347,0.0000000004,0
E26,1691677229.9157960415,1691677200.0000000000,1691677230.0000000000,7777124.0234350897,-14467911.1928009111,24621144.7943731137,0.0001887350,0.0000000004,0
E26,1691677259.9158539772,1691677200.0000000000,1691677260.0000000000,7848592.4541102936,-14447970.6363658365,24610152.9873656556,0.0001887353,0.0000000004,0
E26,1691677289.9159119129,1691677200.0000000000,1691677290.0000000000,7920076.7171864398,-14428212.0865334161,24598820.6755397059,0.0001887357,0.0000000004,0
E26,1691677319.9159696102,1691677200.0000000000,1691677320.0000000000,7991575.3682064544,-14408635.7879571635,24587148.0151190981,0.0001887360,0.0000000004,0
E26,1691677349.9160268307,1691677200.0000000000,1691677350.0000000000,8063086.9615264330,-14389241.9773162920,24575135.1670475416,0.0001887363,0.0000000004,0
E26,1691677379.9160840511,1691677200.0000000000,1691677380.0000000000,8134610.0520687979,-14370030.8828527499,24562782.2966878116,0.0001887367,0.0000000004,0
E26,1691677409.9161412716,1691677200.0000000000,1691677410.0000000000,8206143.1925292350,-14351002.7251383513,24550089.5742901489,0.0001887370,0.0000000004,0
E26,1691677439.9161980152,1691677200.0000000000,1691677440.0000000000,8277684.9334236346,-14332157.7170537263,24537057.1750169322,0.0001887373,0.0000000004,0
E26,1691677469.9162545204,1691677200.0000000000,1691677470.0000000000,8349233.8259789823,-14313496.0630293339,24523685.2784291655,0.0001887376,0.0000000004,0
E26,1691677499.9163110256,1691677200.0000000000,1691677500.0000000000,8420788.4204760455,-14295017.9594997801,24509974.0687745288,0.0001887380,0.0000000004,0
E26,1691677529.9163670540,1691677200.0000000000,1691677530.0000000000,8492347.2645915560,-14276723.5953317489,24495923.7353239097,0.0001887383,0.0000000004,0
E26,1691677559.9154229164,1691677200.0000000000,1691677560.0000000000,8563906.5216170084,-14258613.7515071556,24481534.9569675028,0.0001887386,0.0000000004,0
E26,1691677589.9154787064,1691677200.0000000000,1691677590.0000000000,8635469.5097452961,-14240687.3931476232,24466806.9728038348,0.0001887390,0.0000000004,0
E26,1691677619.9155340195,1691677200.0000000000,1691677620.0000000000,8707032.3890754618,-14222945.2917592227,24451740.4601478651,0.0001887393,0.0000000004,0
E26,1691677649.9155893326,1691677200.0000000000,1691677650.0000000000,8778593.7064485941,-14205387.6035501286,24436335.6265663095,0.0001887396,0.0000000004,0
E26,1691677679.9156444073,1691677200.0000000000,1691677680.0000000000,8850152.0063423961,-14188014.4771198705,24420592.6846651733,0.0001887400,0.0000000004,0
E26,1691677709.9156992435,1691677200.0000000000,1691677710.0000000000,8921705.8331948388,-14170826.0528895520,24404511.8516105898,0.0001887403,0.0000000004,0
E26,1691677739.9157538414,1691677200.0000000000,1691677740.0000000000,8993253.7308834698,-14153822.4632399194,24388093.3492442369,0.0001887406,0.0000000004,0
E26,1691677769.9158082008,1691677200.0000000000,1691677770.0000000000,9064794.2427738644,-14137003.8325077482,24371337.4040803388,0.0001887410,0.0000000004,0
E26,1691677799.9158623219,1691677200.0000000000,1691677800.0000000000,9136325.9117682092,-14120370.2769824676,24354244.2473025545,0.0001887413,0.0000000004,0
E26,1691677829.9159162045,1691678400.0000000000,1691677830.0000000000,9207847.4755762145,-14103921.8979746681,24336814.0134026334,0.0001887417,0.0000000004,0
E26,1691677859.9159698486,1691678400.0000000000,1691677860.0000000000,9279357.0815581344,-14087658.8133210596,24319047.1485900544,0.0001887420,0.0000000004,0
E26,1691677889.9160232544,1691678400.0000000000,1691677890.0000000000,9350853.4711006358,-14071581.1043405645,24300943.7936543301,0.0001887423,0.0000000004,0
E26,1691677919.9160764217,1691678400.0000000000,1691677920.0000000000,9422335.1857360620,-14055688.8551077545,24282504.1984246820,0.0001887427,0.0000000004,0
E26,1691677949.9161295891,1691678400.0000000000,1691677950.0000000000,9493800.7673432585,-14039982.1415137965,24263728.6172327735,0.0001887430,0.0000000004,0
E26,1691677979.9161822796,1691678400.0000000000,1691677980.0000000000,9565248.7559242751,-14024461.0317627452,24244617.3095087670,0.0001887433,0.0000000004,0
E26,1691678009.9162347317,1691678400.0000000000,1691678010.0000000000,9636677.6930606943,-14009125.5856212862,24225170.5388825014,0.0001887436,0.0000000004,0
E26,1691678039.9162871838,1691678400.0000000000,1691678040.0000000000,9708086.1202575173,-13993975.8547988553,24205388.5736155026,0.0001887440,0.0000000004,0
E26,1691678069.9163391590,1691678400.0000000000,1691678070.0000000000,9779472.5772896949,-13979011.8833016250,24185271.6870809644,0.0001887443,0.0000000004,0
E26,1691678099.9163908958,1691678400.0000000000,1691678100.0000000000,9850835.6056559235,-13964233.7067094892,24164820.1568167321,0.0001887446,0.0000000004,0
E26,1691678129.9164426327,1691678400.0000000000,1691678130.0000000000,9922173.7469235845,-13949641.3525439017,24144034.2649811655,0.0001887450,0.0000000004,0
E26,1691678159.9164938927,1691678400.0000000000,1691678160.0000000000,9993485.5410773307,-13935234.8406092357,24122914.2988568135,0.0001887453,0.0000000004,0
E26,1691678189.9165451527,1691678400.0000000000,1691678190.0000000000,10064769.5305355042,-13921014.1821852531,24101460.5496835150,0.0001887456,0.0000000004,0
E26,1691678219.9165959358,1691678400.0000000000,1691678220.0000000000,10136024.2556650452,-13906979.3809435870,24079673.3139971606,0.0001887460,0.0000000004,0
E26,1691678249.9166464806,1691678400.0000000000,1691678250.0000000000,10207248.2587959915,-13893130.4321540184,24057552.8924387768,0.0001887463,0.0000000004,0
E26,1691678279.9166970253,1691678400.0000000000,1691678280.0000000000,10278440.0825691782,-13879467.3230315931,24035099.5902499855,0.0001887466,0.0000000004,0
E26,1691678309.9167470932,1691678400.0000000000,1691678310.0000000000,10349598.2682887483,-13865990.0330570489,24012313.7178160623,0.0001887470,0.0000000004,0
E26,1691678339.9167971611,1691678400.0000000000,1691678340.0000000000,10420721.3599300869,-13852698.5332225747,23989195.5894059837,0.0001887473,0.0000000004,0
E26,1691678369.9168467522,1691678400.0000000000,1691678370.0000000000,10491807.8996645305,-13839592.7868905254,23965745.5246167816,0.0001887476,0.0000000004,0
E26,1691678399.9168961048,1691678400.0000000000,1691678400.0000000000,10562856.4318648241,-13826672.7490529995,23941963.8470897041,0.0001887479,0.0000000004,0
E26,1691678429.9169454575,1691678400.0000000000,1691678430.0000000000,10633865.5014566015,-13813938.3666579872,23917850.8850450739,0.0001887483,0.0000000004,0
E26,1691678459.9169943333,1691678400.0000000000,1691678460.0000000000,10704833.6522753108,-13801389.5789092518,23893406.9718645588,0.0001887486,0.0000000004,0
E26,1691678489.9170429707,1691678400.0000000000,1691678490.0000000000,10775759.4305002987,-13789026.3166625611,23868632.4449367821,0.0001887489,0.0000000004,0
E26,1691678519.9170916080,1691678400.0000000000,1691678520.0000000000,10846641.3830088172,-13776848.5027394220,23843527.6462158076,0.0001887493,0.0000000004,0
E26,1691678549.9171397686,1691678400.0000000000,1691678550.0000000000,10917478.0557358917,-13764856.0522146448,23818092.9228267670,0.0001887496,0.0000000004,0
E26,1691678579.9171876907,1691678400.0000000000,1691678580.0000000000,10988267.9971025642,-13753048.8718398362,23792328.6258640476,0.0001887499,0.0000000004,0
E26,1691678609.9172353745,1691678400.0000000000,1691678610.0000000000,11059009.7558106184,-13741426.8604362961,23766235.1111818887,0.0001887503,0.0000000004,0
E26,1691678639.9172828197,1691678400.0000000000,1691678640.0000000000,11129701.8814541642,-13729989.9088023957,23739812.7391913012,0.0001887506,0.0000000003,0
E26,1691678669.9173300266,1691678400.0000000000,1691678670.0000000000,11200342.9245679602,-13718737.8997184541,23713061.8748551421,0.0001887509,0.0000000003,0
E26,1691678699.9173769951,1691678400.0000000000,1691678700.0000000000,11270931.4366756156,-13707670.7079520319,23685982.8876830526,0.0001887513,0.0000000003,0
E26,1691678729.9174234867,1691678400.0000000000,1691678730.0000000000,11341465.9697774202,-13696788.2003492527,23658576.1519455649,0.0001887516,0.0000000003,0
E26,1691678759.9174699783,1691678400.0000000000,1691678760.0000000000,11411945.0786402784,-13686090.2354961149,23630842.0457950644,0.0001887519,0.0000000003,0
E26,1691678789.9175162315,1691678400.0000000000,1691678790.0000000000,11482367.3174823187,-13675576.6642437056,23602780.9525675066,0.0001887522,0.0000000003,0
E26,1691678819.9165620804,1691678400.0000000000,1691678820.0000000000,11552728.8974021189,-13665247.6706655491,23574394.2117601559,0.0001887526,0.0000000003,0
E26,1691678849.9166076183,1691678400.0000000000,1691678850.0000000000,11623033.0667705145,-13655102.4009032734,23545680.3229343221,0.0001887529,0.0000000003,0
E26,1691678879.9166531563,1691678400.0000000000,1691678880.0000000000,11693276.0383417867,-13645141.0290517602,23516640.6232850812,0.0001887532,0.0000000003,0
E26,1691678909.9166982174,1691678400.0000000000,1691678910.0000000000,11763456.3707915861,-13635363.3741193395,23487275.5144656934,0.0001887536,0.0000000003,0
E26,1691678939.9167430401,1691678400.0000000000,1691678940.0000000000,11833572.6258435957,-13625769.2469157539,23457585.4019428752,0.0001887539,0.0000000003,0
E26,1691678969.9167876244,1691678400.0000000000,1691678970.0000000000,11903623.3660838678,-13616358.4503782224,23427570.6959117018,0.0001887542,0.0000000003,0
E26,1691678999.9168319702,1691678400.0000000000,1691679000.0000000000,11973607.1555673294,-13607130.7794993613,23397231.8110605478,0.0001887546,0.0000000003,0
E26,1691679029.9168760777,1691679600.0000000000,1691679030.0000000000,12043522.6001332179,-13598085.9421227444,23366569.1213378459,0.0001887549,0.0000000003,0
E26,1691679059.9169199467,1691679600.0000000000,1691679060.0000000000,12113368.1818051822,-13589223.8799234070,23335583.1453654729,0.0001887553,0.0000000003,0
E26,1691679089.9169635773,1691679600.0000000000,1691679090.0000000000,12183142.5142262131,-13580544.2806898542,23304274.2614828311,0.0001887556,0.0000000003,0
E26,1691679119.9170069695,1691679600.0000000000,1691679120.0000000000,12252844.1678035520,-13572046.9077246170,23272642.9022939056,0.0001887559,0.0000000003,0
E26,1691679149.9170498848,1691679600.0000000000,1691679150.0000000000,12322471.7140983716,-13563731.5164957792,23240689.5051220618,0.0001887563,0.0000000003,0
E26,1691679179.9170925617,1691679600.0000000000,1691679180.0000000000,12392023.7275334802,-13555597.8544479702,23208414.5112434924,0.0001887566,0.0000000003,0
E26,1691679209.9171352386,1691679600.0000000000,1691679210.0000000000,12461498.7843313590,-13547645.6611515116,23175818.3663762771,0.0001887569,0.0000000003,0
E26,1691679239.9171774387,1691679600.0000000000,1691679240.0000000000,12530895.4609073997,-13539874.6684962139,23142901.5214628652,0.0001887573,0.0000000003,0
E26,1691679269.9172194004,1691679600.0000000000,1691679270.0000000000,12600212.3372304626,-13532284.6003224235,23109664.4311096072,0.0001887576,0.0000000003,0
E26,1691679299.9172611237,1691679600.0000000000,1691679300.0000000000,12669447.9946605135,-13524875.1726865284,23076107.5546141379,0.0001887579,0.0000000003,0
E26,1691679329.9173026085,1691679600.0000000000,1691679330.0000000000,12738601.0165486783,-13517646.0938078407,23042231.3557013012,0.0001887582,0.0000000003,0
E26,1691679359.9173436165,1691679600.0000000000,1691679360.0000000000,12807669.9877353571,-13510597.0641356781,23008036.3027897701,0.0001887586,0.0000000003,0
E26,1691679389.9173846245,1691679600.0000000000,1691679390.0000000000,12876653.4967925213,-13503727.7761382479,22973522.8678960763,0.0001887589,0.0000000003,0
E26,1691679419.9174251556,1691679600.0000000000,1691679420.0000000000,12945550.1322298124,-13497037.9147033095,22938691.5285367146,0.0001887592,0.0000000003,0
E26,1691679449.9174656868,1691679600.0000000000,1691679450.0000000000,13014358.4869274907,-13490527.1567135472,22903542.7655273117,0.0001887596,0.0000000003,0
E26,1691679479.9175057411,1691679600.0000000000,1691679480.0000000000,13083077.1538026687,-13484195.1714847013,22868077.0651904643,0.0001887599,0.0000000003,0
E26,1691679509.9175455570,1691679600.0000000000,1691679510.0000000000,13151704.7296858504,-13478041.6204124950,22832294.9174000658,0.0001887602,0.0000000003,0
E26,1691679539.9175851345,1691679600.0000000000,1691679540.0000000000,13220239.8131795153,-13472066.1571941264,22796196.8166893497,0.0001887606,0.0000000003,0
E26,1691679569.9176244736,1691679600.0000000000,1691679570.0000000000,13288681.0052518565,-13466268.4277892709,22759783.2619660310,0.0001887609,0.0000000003,0
E26,1691679599.9176633358,1691679600.0000000000,1691679600.0000000000,13357026.9087405186,-13460648.0704775974,22723054.7567985579,0.0001887612,0.0000000003,0
E26,1691679629.9177021980,1691679600.0000000000,1691679630.0000000000,13425276.1305709593,-13455204.7156955004,22686011.8082391247,0.0001887615,0.0000000003,0
E26,1691679659.9177405834,1691679600.0000000000,1691679660.0000000000,13493427.2780025136,-13449937.9863594417,22648654.9288662001,0.0001887619,0.0000000003,0
E26,1691679689.9177787304,1691679600.0000000000,1691679690.0000000000,13561478.9624733366,-13444847.4975740742,22610984.6347229704,0.0001887622,0.0000000003,0
E26,1691679719.9178166389,1691679600.0000000000,1691679720.0000000000,13629429.7974762581,-13439932.8568214104,22573001.4464852922,0.0001887625,0.0000000003,0
E26,1691679749.9178543091,1691679600.0000000000,1691679750.0000000000,13697278.3991476502,-13435193.6639318708,22534705.8891614154,0.0001887629,0.0000000003,0
E26,1691679779.9178917408,1691679600.0000000000,1691679780.0000000000,13765023.3863132447,-13430629.5110996962,22496098.4920847081,0.0001887632,0.0000000003,0
E26,1691679809.9179289341,1691679600.0000000000,1691679810.0000000000,13832663.3805343062,-13426239.9828982651,22457179.7889064364,0.0001887635,0.0000000003,0
E26,1691679839.9179658890,1691679600.0000000000,1691679840.0000000000,13900197.0061532762,-13422024.6562960967,22417950.3175883479,0.0001887639,0.0000000003,0
E26,1691679869.9180023670,1691679600.0000000000,1691679870.0000000000,13967622.8898040932,-13417983.1007042639,22378410.6207107939,0.0001887642,0.0000000003,0
E26,1691679899.9180386066,1691679600.0000000000,1691679900.0000000000,14034939.6620657332,-13414114.8778959066,22338561.2445237152,0.0001887645,0.0000000003,0
E26,1691679929.9180748463,1691679600.0000000000,1691679930.0000000000,14102145.9564318843,-13410419.5420936663,22298402.7395553663,0.0001887648,0.0000000003,0
E26,1691679959.9181106091,1691679600.0000000000,1691679960.0000000000,14169240.4077576846,-13406896.6400688458,22257935.6615731753,0.0001887652,0.0000000003,0
E26,1691679989.9181458950,1691679600.0000000000,1691679990.0000000000,14236221.6549780797,-13403545.7110079676,22217160.5699865222,0.0001887655,0.0000000003,0
E26,1691680019.9181811810,1691679600.0000000000,1691680020.0000000000,14303088.3411438800,-13400366.2865441870,22176078.0278145112,0.0001887658,0.0000000003,0
E26,1691680049.9182162285,1691679600.0000000000,1691680050.0000000000,14369839.1108076051,-13397357.8909045774,22134688.6033045724,0.0001887662,0.0000000003,0
E26,1691680079.9182507992,1691679600.0000000000,1691680080.0000000000,14436472.6116696838,-13394520.0408419818,22092992.8689635172,0.0001887665,0.0000000003,0
E26,1691680109.9172852039,1691679600.0000000000,1691680110.0000000000,14502985.2806715630,-13391852.3317040093,22050992.8059139848,0.0001887668,0.0000000003,0
E26,1691680139.9173192978,1691679600.0000000000,1691680140.0000000000,14569380.2065021433,-13389354.0875130743,22008686.1948980689,0.0001887672,0.0000000003,0
E26,1691680169.9173531532,1691679600.0000000000,1691680170.0000000000,14635653.8281081505,-13387024.8944561984,21966075.0156448074,0.0001887675,0.0000000003,0
E26,1691680199.9173865318,1691679600.0000000000,1691680200.0000000000,14701804.8062180057,-13384864.2395913489,21923159.8575894944,0.0001887678,0.0000000003,0
E26,1691680229.9174199104,1691680800.0000000000,1691680230.0000000000,14767831.9411463905,-13382871.4784636423,21879941.1347166598,0.0001887680,0.0000000003,0
E26,1691680259.9174528122,1691680800.0000000000,1691680260.0000000000,14833733.6261604372,-13381046.3353760429,21836419.8069821894,0.0001887684,0.0000000003,0
E26,1691680289.9174854755,1691680800.0000000000,1691680290.0000000000,14899508.6723987143,-13379388.1473313551,21792596.2925551347,0.0001887687,0.0000000003,0
E26,1691680319.9175179005,1691680800.0000000000,1691680320.0000000000,14965155.7548506167,-13377896.3719906416,21748471.1973175593,0.0001887690,0.0000000003,0
E26,1691680349.9175500870,1691680800.0000000000,1691680350.0000000000,15030673.5520498734,-13376570.4597195666,21704045.1313280948,0.0001887694,0.0000000003,0
E26,1691680379.9175817966,1691680800.0000000000,1691680380.0000000000,15096060.7455989458,-13375409.8536177855,21659318.7091701701,0.0001887697,0.0000000003,0
E26,1691680409.9176135063,1691680800.0000000000,1691680410.0000000000,15161316.0222905818,-13374413.9895040598,21614292.5485193133,0.0001887700,0.0000000003,0
E26,1691680439.9176447392,1691680800.0000000000,1691680440.0000000000,15226438.0705162324,-13373582.2959988378,21568967.2726287879,0.0001887704,0.0000000003,0
E26,1691680469.9176757336,1691680800.0000000000,1691680470.0000000000,15291425.5839426555,-13372914.1944866087,21523343.5078221373,0.0001887707,0.0000000003,0
E26,1691680499.9177064896,1691680800.0000000000,1691680500.0000000000,15356277.2594795451,-13372409.0991708320,21477421.8849134445,0.0001887710,0.0000000003,0
E26,1691680529.9177367687,1691680800.0000000000,1691680530.0000000000,15420991.7973284498,-13372066.4170888942,21431203.0392105468,0.0001887713,0.0000000003,0
E26,1691680559.9177670479,1691680800.0000000000,1691680560.0000000000,15485567.9030816220,-13371885.5481250584,21384687.6090346314,0.0001887717,0.0000000003,0
E26,1691680589.9177968502,1691680800.0000000000,1691680590.0000000000,15550004.2841679994,-13371865.8850482386,21337876.2382885441,0.0001887720,0.0000000003,0
E26,1691680619.9178264141,1691680800.0000000000,1691680620.0000000000,15614299.6534909084,-13372006.8135217000,21290769.5738660805,0.0001887723,0.0000000003,0
E26,1691680649.9178557396,1691680800.0000000000,1691680650.0000000000,15678452.7274169475,-13372307.7121328246,21243368.2671194151,0.0001887727,0.0000000003,0
E26,1691680679.9178848267,1691680800.0000000000,1691680680.0000000000,15742462.2263324633,-13372767.9524139371,21195672.9734816365,0.0001887730,0.0000000003,0
E26,1691680709.9179134369,1691680800.0000000000,1691680710.0000000000,15806326.8741787933,-13373386.8988604695,21147684.3528402001,0.0001887733,0.0000000003,0
E26,1691680739.9179418087,1691680800.0000000000,1691680740.0000000000,15870045.4000178035,-13374163.9089685529,21099403.0683849528,0.0001887737,0.0000000003,0
E26,1691680769.9179699421,1691680800.0000000000,1691680770.0000000000,15933616.5365486927,-13375098.3332471959,21050829.7877371758,0.0001887740,0.0000000003,0
E26,1691680799.9179978371,1691680800.0000000000,1691680800.0000000000,15997039.0206590611,-13376189.5152455624,21001965.1825626083,0.0001887743,0.0000000003,0
E26,1691680829.9180254936,1691680800.0000000000,1691680830.0000000000,16060311.5934668873,-13377436.7915772106,20952809.9285621010,0.0001887746,0.0000000003,0
E26,1691680859.9180529118,1691680800.0000000000,1691680860.0000000000,16123433.0003622286,-13378839.4919447694,20903364.7054623440,0.0001887750,0.0000000003,0
E26,1691680889.9180798531,1691680800.0000000000,1691680890.0000000000,16186401.9905489180,-13380396.9391517825,20853630.1974028796,0.0001887753,0.0000000003,0
E26,1691680919.9181065559,1691680800.0000000000,1691680920.0000000000,16249217.3185879756,-13382108.4491643067,20803607.0917420499,0.0001887756,0.0000000003,0
E26,1691680949.9181330204,1691680800.0000000000,1691680950.0000000000,16311877.7429344989,-13383973.3311021887,20753296.0802275129,0.0001887760,0.0000000003,0
E26,1691680979.9181592464,1691680800.0000000000,1691680980.0000000000,16374382.0264810808,-13385990.8872751705,20702697.8585949168,0.0001887763,0.0000000003,0
E26,1691681009.9181852341,1691680800.0000000000,1691681010.0000000000,16436728.9365986791,-13388160.4132087417,20651813.1265583038,0.0001887766,0.0000000003,0
E26,1691681039.9182107449,1691680800.0000000000,1691681040.0000000000,16498917.2446839735,-13390481.1976510510,20600642.5882082544,0.0001887770,0.0000000003,0
E26,1691681069.9182360172,1691680800.0000000000,1691681070.0000000000,16560945.7276831977,-13392952.5226542000,20549186.9507832862,0.0001887773,0.0000000003,0
E26,1691681099.9182610512,1691680800.0000000000,1691681100.0000000000,16622813.1666469332,-13395573.6635480952,20497446.9258744456,0.0001887776,0.0000000003,0
E26,1691681129.9182858467,1691680800.0000000000,1691681130.0000000000,16684518.3472666070,-13398343.8889840357,20445423.2290122099,0.0001887779,0.0000000003,0
E26,1691681159.9183101654,1691680800.0000000000,1691681160.0000000000,16746060.0594259631,-13401262.4609381128,20393116.5800734200,0.0001887783,0.0000000002,0
E26,1691681189.9183344841,1691680800.0000000000,1691681190.0000000000,16807437.0991965234,-13404328.6348320208,20340527.7016063854,0.0001887786,0.0000000002,0
E26,1691681219.9183583260,1691680800.0000000000,1691681220.0000000000,16868648.2654567957,-13407541.6593957022,20287657.3217363022,0.0001887789,0.0000000002,0
E26,1691681249.9183819294,1691680800.0000000000,1691681250.0000000000,16929692.3633499481,-13410900.7768622320,20234506.1712352894,0.0001887793,0.0000000002,0
E26,1691681279.9184050560,1691680800.0000000000,1691681280.0000000000,16990568.2018875256,-13414405.2228715234,20181074.9856075272,0.0001887796,0.0000000002,0
E26,1691681309.9184281826,1691680800.0000000000,1691681310.0000000000,17051274.5964114107,-13418054.2266343515,20127364.5029615834,0.0001887799,0.0000000002,0
E26,1691681339.9184508324,1691680800.0000000000,1691681340.0000000000,17111810.3652495034,-13421847.0107633974,20073375.4669781737,0.0001887803,0.0000000002,0
E26,1691681369.9174733162,1691680800.0000000000,1691681370.0000000000,17172172.3240265623,-13425782.6579444353,20019110.4373010807,0.0001887806,0.0000000002,0
E26,1691681399.9174954891,1691680800.0000000000,1691681400.0000000000,17232363.3259922639,-13429860.6403529830,19964566.5469195880,0.0001887809,0.0000000002,0
E26,1691681429.9175171852,1691682000.0000000000,1691681430.0000000000,17292380.3164368942,-13434079.9599121585,19909746.2357220352,0.0001887812,0.0000000002,0
E26,1691681459.9175388813,1691682000.0000000000,1691681460.0000000000,17352221.8793472126,-13438439.9621399455,19854650.5030785054,0.0001887816,0.0000000002,0
E26,1691681489.9175601006,1691682000.0000000000,1691681490.0000000000,17411886.9882696830,-13442939.7617815044,19799279.9888546951,0.0001887819,0.0000000002,0
E26,1691681519.9175810814,1691682000.0000000000,1691681520.0000000000,17471374.4932988398,-13447578.5432444829,19743635.4584383257,0.0001887822,0.0000000002,0
E26,1691681549.9176018238,1691682000.0000000000,1691681550.0000000000,17530683.2492413707,-13452355.4846228920,19687717.6814501621,0.0001887826,0.0000000002,0
E26,1691681579.9176220894,1691682000.0000000000,1691681580.0000000000,17589812.1156607680,-13457269.7577220853,19631527.4317442216,0.0001887829,0.0000000002,0
E26,1691681609.9176421165,1691682000.0000000000,1691681610.0000000000,17648759.9583254568,-13462320.5282058008,19575065.4860585853,0.0001887832,0.0000000002,0
E26,1691681639.9176621437,1691682000.0000000000,1691681640.0000000000,17707525.6482993104,-13467506.9555540383,19518332.6248869114,0.0001887836,0.0000000002,0
E26,1691681669.9176814556,1691682000.0000000000,1691681670.0000000000,17766108.0601192452,-13472828.1929228567,19461329.6342840828,0.0001887839,0.0000000002,0
E26,1691681699.9177007675,1691682000.0000000000,1691681700.0000000000,17824506.0764956847,-13478283.3875925727,19404057.3013359383,0.0001887842,0.0000000002,0
E26,1691681729.9177198410,1691682000.0000000000,1691681730.0000000000,17882718.5836860016,-13483871.6805820558,19346516.4186678268,0.0001887846,0.0000000002,0
E26,1691681759.9177384377,1691682000.0000000000,1691681760.0000000000,17940744.4734027982,-13489592.2068425417,19288707.7826344259,0.0001887849,0.0000000002,0
E26,1691681789.9177567959,1691682000.0000000000,1691681790.0000000000,17998582.6437678933,-13495444.0953839980,19230632.1923834607,0.0001887852,0.0000000002,0
E26,1691681819.9177749157,1691682000.0000000000,1691681820.0000000000,18056231.9979618825,-13501426.4691728354,19172290.4512176365,0.0001887855,0.0000000002,0
E26,1691681849.9177925587,1691682000.0000000000,1691681850.0000000000,18113691.4442674033,-13507538.4451593887,19113683.3665941395,0.0001887859,0.0000000002,0
E26,1691681879.9178102016,1691682000.0000000000,1691681880.0000000000,18170959.8979305364,-13513779.1345051043,19054811.7482482828,0.0001887862,0.0000000002,0
E26,1691681909.9178273678,1691682000.0000000000,1691681910.0000000000,18228036.2780034766,-13520147.6422730554,18995676.4114479721,0.0001887865,0.0000000002,0
E26,1691681939.9178442955,1691682000.0000000000,1691681940.0000000000,18284919.5105700530,-13526643.0678050853,18936278.1737125739,0.0001887869,0.0000000002,0
E26,1691681969.9178609848,1691682000.0000000000,1691681970.0000000000,18341608.5269588977,-13533264.5045576058,18876617.8566710502,0.0001887872,0.0000000002,0
E26,1691681999.9178771973,1691682000.0000000000,1691682000.0000000000,18398102.2637865655,-13540011.0401295219,18816696.2860609852,0.0001887875,0.0000000002,0
E26,1691682029.9178934097,1691682000.0000000000,1691682030.0000000000,18454399.6647865139,-13546881.7565115374,18756514.2898103036,0.0001887879,0.0000000002,0
