SvSystem,UTC,Code_1,Code_2,Code_5,Phase_1,Phase_2,Phase_5,Snr_1,Snr_2,Snr_5
E26,1691627880.0000000000,28613685.7419999987,0,28613688.3720000014,150366773.5749999881,0,112286863.4500000030,0,0,0
E26,1691627910.0000000000,28619245.3200000003,0,28619247.1900000013,150395987.2330000103,0,112308678.8379999995,0,0,0
E26,1691627940.0000000000,28624854.1649999991,0,28624857.3709999993,150425469.1629999876,0,112330694.6410000026,0,0,0
E26,1691627970.0000000000,28630516.6490000002,0,28630519.1279999986,150455221.6949999928,0,112352912.3710000068,0,0,0
E26,1691628000.0000000000,28636228.7619999982,0,28636230.5150000006,150485235.4219999909,0,112375325.1149999946,0,0,0
E26,1691628030.0000000000,28641990.5300000012,0,28641992.4970000014,150515514.3409999907,0,112397935.8920000046,0,0,0
E26,1691628060.0000000000,28647802.5780000016,0,28647804.4869999997,150546054.3330000043,0,112420741.6330000013,0,0,0
E26,1691628090.0000000000,28653663.2069999985,0,28653665.6200000010,150576856.2089999914,0,112443742.9060000032,0,0,0
E26,1691628120.0000000000,28659573.6009999998,0,28659576.0929999985,150607914.9250000119,0,112466936.0429999977,0,0,0
E26,1691628150.0000000000,28665532.2380000018,0,28665534.8949999996,150639228.7470000088,0,112490319.7310000062,0,0,0
E26,1691628180.0000000000,28671539.3040000014,0,28671541.7069999985,150670792.6759999990,0,112513889.9259999990,0,0,0
E26,1691628210.0000000000,28677595.4690000005,0,28677597.7190000005,150702617.6100000143,0,112537655.2000000030,0,0,0
E26,1691628240.0000000000,28683699.4840000011,0,28683702.1900000013,150734697.9760000110,0,112561611.5230000019,0,0,0
E26,1691628270.0000000000,28689852.1739999987,0,28689854.4539999999,150767029.0049999952,0,112585754.8069999963,0,0,0
E26,1691628300.0000000000,28696052.0619999990,0,28696054.2490000017,150799608.6509999931,0,112610083.9510000050,0,0,0
E26,1691628330.0000000000,28702298.2239999995,0,28702301.4970000014,150832437.3359999955,0,112634599.0209999979,0,0,0
E26,1691628360.0000000000,28708591.7419999987,0,28708593.9380000010,150865506.4950000048,0,112659293.5320000052,0,0,0
E26,1691628390.0000000000,28714929.7250000015,0,28714932.1979999989,150898815.5710000098,0,112684167.3170000017,0,0,0
E26,1691628420.0000000000,28721314.8520000018,0,28721316.8539999984,150932366.6929999888,0,112709221.9169999957,0,0,0
E26,1691628450.0000000000,28727744.2850000001,0,28727746.9530000016,150966156.6489999890,0,112734454.7709999979,0,0,0
E26,1691628480.0000000000,28734219.9820000008,0,28734221.4010000005,151000183.1859999895,0,112759864.2339999974,0,0,0
E26,1691670120.0000000000,28920596.5179999992,0,28920601.8040000014,151978755.0009999871,0,113490626.4829999954,0,0,0
E26,1691670150.0000000000,28896535.0549999997,0,28896542.4490000010,151852319.9729999900,0,113396210.6400000006,0,0,0
E26,1691670180.0000000000,28872473.0870000012,0,28872480.3009999990,151725871.2199999988,0,113301784.5590000004,0,0,0
E26,1691670210.0000000000,28848407.9609999992,0,28848415.4829999991,151599407.9300000072,0,113207347.5690000057,0,0,0
E26,1691670240.0000000000,28824339.4070000015,0,28824347.2320000008,151472927.9830000103,0,113112898.2440000027,0,0,0
E26,1691670270.0000000000,28800268.8379999995,0,28800275.7380000018,151346432.7529999912,0,113018437.4839999974,0,0,0
E26,1691670300.0000000000,28776194.6290000007,0,28776202.7060000002,151219926.5449999869,0,112923968.4839999974,0,0,0
E26,1691670330.0000000000,28752120.5199999996,0,28752127.8269999996,151093412.9090000093,0,112829493.9740000069,0,0,0
E26,1691670360.0000000000,28728044.0210000016,0,28728051.8570000008,150966892.2150000036,0,112735014.2010000050,0,0,0
E26,1691670390.0000000000,28703966.5229999982,0,28703974.3170000017,150840363.4300000072,0,112640528.3939999938,0,0,0
E26,1691670420.0000000000,28679888.4420000017,0,28679894.9869999997,150713825.5379999876,0,112546035.8240000010,0,0,0
E26,1691670450.0000000000,28655806.3330000006,0,28655814.3370000012,150587281.2820000052,0,112451538.4229999930,0,0,0
E26,1691670540.0000000000,28583564.0610000007,0,28583571.1420000009,150207714.0110000074,0,112168049.8159999996,0,0,0
E26,1691670570.0000000000,28559483.1930000000,0,28559490.6030000001,150081168.8510000110,0,112073551.7310000062,0,0,0
E26,1691670600.0000000000,28535401.1820000000,0,28535409.5929999985,149954616.8230000138,0,111979048.5499999970,0,0,0
E26,1691670630.0000000000,28511318.8999999985,0,28511331.5359999985,149828060.8980000019,0,111884542.5690000057,0,0,0
E26,1691670660.0000000000,28487235.8889999986,0,28487240.4349999987,149701503.6960000098,0,111790035.9280000031,0,0,0
E26,1691670690.0000000000,28463152.5839999989,0,28463159.9070000015,149574946.2269999981,0,111695528.7500000000,0,0,0
E26,1691670720.0000000000,28439069.6669999994,0,28439076.1460000016,149448388.2100000083,0,111601021.1250000000,0,0,0
E26,1691670750.0000000000,28414987.6900000013,0,28414994.4750000015,149321836.4359999895,0,111506518.2060000002,0,0,0
E26,1691670780.0000000000,28390906.3530000001,0,28390913.9290000014,149195291.1629999876,0,111412020.1389999986,0,0,0
E26,1691670810.0000000000,28366826.9880000018,0,28366833.9990000017,149068750.2299999893,0,111317525.3419999927,0,0,0
E26,1691670840.0000000000,28342747.0760000013,0,28342754.3680000007,148942210.1349999905,0,111223031.1899999976,0,0,0
E26,1691670870.0000000000,28318667.1920000017,0,28318675.2800000012,148815674.8260000050,0,111128540.5659999996,0,0,0
E26,1691670900.0000000000,28294590.7699999996,0,28294598.3830000013,148689149.5690000057,0,111034057.5119999945,0,0,0
E26,1691670930.0000000000,28270515.7980000004,0,28270523.7899999991,148562636.8100000024,0,110939583.7399999946,0,0,0
E26,1691670960.0000000000,28246443.8709999993,0,28246452.0100000016,148436139.5649999976,0,110845121.5620000064,0,0,0
E26,1691670990.0000000000,28222375.3119999990,0,28222382.9149999991,148309653.9959999919,0,110750668.0849999934,0,0,0
E26,1691671020.0000000000,28198308.9539999999,0,28198316.3990000002,148183184.0119999945,0,110656226.2919999957,0,0,0
E26,1691671050.0000000000,28174246.1290000007,0,28174253.4070000015,148056732.5069999993,0,110561798.2150000036,0,0,0
E26,1691671080.0000000000,28150186.5199999996,0,28150194.6909999996,147930302.5180000067,0,110467386.2950000018,0,0,0
E26,1691671110.0000000000,28126132.4380000010,0,28126139.5069999993,147803892.4350000024,0,110372989.2020000070,0,0,0
E26,1691671140.0000000000,28102080.9169999994,0,28102088.3220000006,147677502.9740000069,0,110278607.4950000048,0,0,0
E26,1691671170.0000000000,28078034.0590000004,0,28078041.4730000012,147551136.0900000036,0,110184242.6280000061,0,0,0
E26,1691671200.0000000000,28053991.0269999988,0,28053999.2509999983,147424793.6439999938,0,110089896.0569999963,0,0,0
E26,1691671230.0000000000,28029954.3630000018,0,28029962.2170000002,147298477.3750000000,0,109995569.0429999977,0,0,0
E26,1691671260.0000000000,28305716.0769999996,0,28305722.4939999990,148747611.4140000045,0,111077714.6120000035,0,0,0
E26,1691671290.0000000000,28281688.9120000005,0,28281696.3070000000,148621353.0300000012,0,110983430.8050000072,0,0,0
E26,1691671320.0000000000,28257666.8979999982,0,28257674.3299999982,148495115.7139999866,0,110889162.7730000019,0,0,0
E26,1691671350.0000000000,28233650.4380000010,0,28233658.5419999994,148368910.5480000079,0,110794918.7709999979,0,0,0
E26,1691671380.0000000000,28209641.2630000003,0,28209648.2300000004,148242737.1310000122,0,110700698.4370000064,0,0,0
E26,1691671410.0000000000,28185636.0060000010,0,28185643.6530000009,148116592.3050000072,0,110606499.4430000037,0,0,0
E26,1691671440.0000000000,28161637.4589999989,0,28161645.2309999987,147990480.5839999914,0,110512325.1829999983,0,0,0
E26,1691671470.0000000000,28137646.5780000016,0,28137654.7520000003,147864408.5679999888,0,110418180.5189999938,0,0,0
E26,1691671500.0000000000,28113663.0069999993,0,28113670.9490000010,147738374.9189999998,0,110324064.5709999949,0,0,0
E26,1691671530.0000000000,28089688.6039999984,0,28089695.1359999999,147612381.1340000033,0,110229978.3770000041,0,0,0
E26,1691671560.0000000000,28065719.8399999999,0,28065727.9549999982,147486432.1529999971,0,110135925.5970000029,0,0,0
E26,1691671590.0000000000,28041761.1160000004,0,28041768.6039999984,147360524.7860000134,0,110041903.9109999985,0,0,0
E26,1691671620.0000000000,28017810.0859999992,0,28017817.7390000001,147234663.6170000136,0,109947916.7169999927,0,0,0
E26,1691671650.0000000000,27993867.7950000018,0,27993875.8460000008,147108846.2919999957,0,109853962.2750000060,0,0,0
E26,1691671680.0000000000,27969936.0060000010,0,27969943.6220000014,146983082.5640000105,0,109760047.8930000067,0,0,0
E26,1691671710.0000000000,27946012.7289999984,0,27946020.6409999989,146857368.1759999990,0,109666170.3289999962,0,0,0
E26,1691671740.0000000000,27922099.6059999987,0,27922107.4800000004,146731702.5999999940,0,109572329.2129999995,0,0,0
E26,1691671770.0000000000,27898196.1479999982,0,27898203.6539999992,146606087.5239999890,0,109478525.8180000037,0,0,0
E26,1691671800.0000000000,27874303.0020000003,0,27874310.3579999991,146480528.3170000017,0,109384764.1369999945,0,0,0
E26,1691671830.0000000000,27850420.1739999987,0,27850427.6770000011,146355023.4939999878,0,109291043.1130000055,0,0,0
E26,1691671860.0000000000,27826547.3170000017,0,27826555.0680000000,146229572.9510000050,0,109197362.5919999927,0,0,0
E26,1691671890.0000000000,27802686.5170000009,0,27802693.4090000018,146104180.3930000067,0,109103725.4050000012,0,0,0
E26,1691671920.0000000000,27778835.6079999991,0,27778842.9320000000,145978845.5559999943,0,109010131.2970000058,0,0,0
E26,1691671950.0000000000,27754995.8520000018,0,27755002.4369999990,145853564.2129999995,0,108916577.1519999951,0,0,0
E26,1691671980.0000000000,27731168.0300000012,0,27731174.8700000010,145728350.8019999862,0,108823073.7240000069,0,0,0
E26,1691672010.0000000000,27707351.6920000017,0,27707358.8489999995,145603195.0730000138,0,108729613.3700000048,0,0,0
E26,1691672040.0000000000,27683545.7619999982,0,27683552.5879999995,145478096.3400000036,0,108636195.5559999943,0,0,0
E26,1691672070.0000000000,27659753.3229999989,0,27659760.0890000015,145353064.7700000107,0,108542827.9290000051,0,0,0
E26,1691672100.0000000000,27635973.0899999999,0,27635979.6790000014,145228097.2669999897,0,108449508.1099999994,0,0,0
E26,1691672130.0000000000,27612204.6869999990,0,27612211.3139999993,145103196.0329999924,0,108356237.7839999944,0,0,0
E26,1691672160.0000000000,27588449.8440000005,0,27588456.1310000010,144978361.4539999962,0,108263017.2469999939,0,0,0
E26,1691672190.0000000000,27564706.5529999994,0,27564713.7690000013,144853594.2190000117,0,108169846.9950000048,0,0,0
E26,1691672220.0000000000,27540976.7870000005,0,27540984.3159999996,144728894.7039999962,0,108076727.3400000036,0,0,0
E26,1691672250.0000000000,27517261.4710000008,0,27517268.6369999982,144604267.9720000029,0,107983662.0370000005,0,0,0
E26,1691672280.0000000000,27493560.0659999996,0,27493566.6600000001,144479712.7439999878,0,107890650.1289999932,0,0,0
E26,1691672310.0000000000,27469871.0659999996,0,27469878.4670000002,144355232.4020000100,0,107797694.1430000067,0,0,0
E26,1691672340.0000000000,27446198.7490000017,0,27446205.5159999989,144230830.6910000145,0,107704796.8889999986,0,0,0
E26,1691672370.0000000000,27422539.4849999994,0,27422546.9100000001,144106503.0489999950,0,107611954.9309999943,0,0,0
E26,1691672400.0000000000,27398896.9180000015,0,27398902.9849999994,143982256.8959999979,0,107519173.8419999927,0,0,0
E26,1691672430.0000000000,27375267.9510000013,0,27375275.2560000010,143858090.7030000091,0,107426452.4580000043,0,0,0
E26,1691672460.0000000000,27351655.6790000014,0,27351662.8880000003,143734008.1389999986,0,107333793.5069999993,0,0,0
E26,1691672490.0000000000,27627852.3409999982,0,27627858.6299999990,145185427.8950000107,0,108417646.0250000060,0,0,0
E26,1691672520.0000000000,27604270.9329999983,0,27604277.1860000007,145061505.7060000002,0,108325106.8429999948,0,0,0
E26,1691672550.0000000000,27580704.9530000016,0,27580711.5000000000,144937667.9269999862,0,108232630.6870000064,0,0,0
E26,1691672580.0000000000,27557156.7100000009,0,27557162.5540000014,144813920.1010000110,0,108140221.7080000043,0,0,0
E26,1691672610.0000000000,27533624.6369999982,0,27533630.4959999993,144690257.5920000076,0,108047876.4120000005,0,0,0
E26,1691672640.0000000000,27510107.9430000000,0,27510114.0249999985,144566679.0819999874,0,107955593.8649999946,0,0,0
E26,1691672670.0000000000,27486607.3500000015,0,27486613.5060000010,144443184.3860000074,0,107863373.8789999932,0,0,0
E26,1691672700.0000000000,27463122.4149999991,0,27463128.7459999993,144319769.5410000086,0,107771213.5390000045,0,0,0
E26,1691672730.0000000000,27439654.4640000015,0,27439660.6900000013,144196444.9320000112,0,107679120.5949999988,0,0,0
E26,1691672760.0000000000,27416204.3220000006,0,27416210.3889999986,144073213.2249999940,0,107587097.0160000026,0,0,0
E26,1691672790.0000000000,27392773.2320000008,0,27392779.6550000012,143950083.7060000002,0,107495149.7569999993,0,0,0
E26,1691672820.0000000000,27369362.5340000018,0,27369368.2890000008,143827057.2649999857,0,107403279.4699999988,0,0,0
E26,1691672850.0000000000,27345971.2829999998,0,27345977.1620000005,143704135.3889999986,0,107311487.2500000000,0,0,0
E26,1691672880.0000000000,27322599.9820000008,0,27322606.2589999996,143581320.7380000055,0,107219775.1229999959,0,0,0
E26,1691672910.0000000000,27299248.1719999984,0,27299255.0610000007,143458610.7019999921,0,107128141.1250000000,0,0,0
E26,1691672940.0000000000,27275918.6600000001,0,27275925.0670000017,143336010.3240000010,0,107036589.0010000020,0,0,0
E26,1691672970.0000000000,27252609.7149999999,0,27252616.4649999999,143213523.7060000002,0,106945121.8470000029,0,0,0
E26,1691673000.0000000000,27229322.6920000017,0,27229328.7410000004,143091147.4379999936,0,106853737.0910000056,0,0,0
E26,1691673030.0000000000,27206056.1000000015,0,27206062.7049999982,142968882.9169999957,0,106762435.7839999944,0,0,0
E26,1691673060.0000000000,27182811.5029999986,0,27182817.2159999982,142846728.5660000145,0,106671216.7559999973,0,0,0
E26,1691673090.0000000000,27159586.8350000009,0,27159593.1479999982,142724684.9550000131,0,106580080.4109999985,0,0,0
E26,1691673120.0000000000,27136383.5370000005,0,27136389.6649999991,142602751.7060000002,0,106489026.4860000014,0,0,0
E26,1691673150.0000000000,27113202.8790000007,0,27113208.7239999995,142480936.6579999924,0,106398060.8110000044,0,0,0
E26,1691673180.0000000000,27090044.3770000003,0,27090050.1359999999,142359236.3919999897,0,106307180.8499999940,0,0,0
E26,1691673210.0000000000,27066908.2280000001,0,27066913.6860000007,142237655.8359999955,0,106216390.2719999999,0,0,0
E26,1691673240.0000000000,27043794.6400000006,0,27043800.1469999999,142116192.5209999979,0,106125687.2610000074,0,0,0
E26,1691673270.0000000000,27020702.5069999993,0,27020708.3850000016,141994844.5900000036,0,106035070.3939999938,0,0,0
E26,1691673300.0000000000,26997632.6739999987,0,26997638.6469999999,141873612.9560000002,0,105944540.3949999958,0,0,0
E26,1691673330.0000000000,26974587.8550000004,0,26974593.9189999998,141752511.8770000041,0,105854107.8739999980,0,0,0
E26,1691673360.0000000000,26951566.4730000012,0,26951572.0830000006,141631532.6739999950,0,105763766.3579999954,0,0,0
E26,1691673390.0000000000,26928567.8539999984,0,26928573.8150000013,141510677.2879999876,0,105673517.3159999996,0,0,0
E26,1691673420.0000000000,26905593.4420000017,0,26905599.6499999985,141389947.4679999948,0,105583362.0370000005,0,0,0
E26,1691673450.0000000000,26882643.6499999985,0,26882649.7069999985,141269343.5579999983,0,105493300.7830000073,0,0,0
E26,1691673480.0000000000,26859717.8709999993,0,26859723.8029999994,141148868.0570000112,0,105403335.4179999977,0,0,0
E26,1691673510.0000000000,26836816.0289999992,0,26836821.6020000018,141028516.7050000131,0,105313462.7539999932,0,0,0
E26,1691673540.0000000000,26813938.2639999986,0,26813944.2329999991,140908296.2339999974,0,105223687.8330000043,0,0,0
E26,1691673570.0000000000,26791086.9649999999,0,26791092.2580000013,140788207.6119999886,0,105134011.3560000062,0,0,0
E26,1691673600.0000000000,26768259.1209999993,0,26768264.6079999991,140668249.0929999948,0,105044432.0320000052,0,0,0
E26,1691673630.0000000000,26745457.2899999991,0,26745462.2820000015,140548423.8619999886,0,104954952.2399999946,0,0,0
E26,1691673660.0000000000,26722680.3399999999,0,26722686.2859999985,140428732.9639999866,0,104865572.7789999992,0,0,0
E26,1691673690.0000000000,26699929.4250000007,0,26699934.8850000016,140309175.7360000014,0,104776293.1089999974,0,0,0
E26,1691673720.0000000000,26677204.4389999993,0,26677209.6900000013,140189754.0649999976,0,104687114.6899999976,0,0,0
E26,1691673750.0000000000,26954297.7789999992,0,26954303.6359999999,141645894.0060000122,0,105774492.0180000067,0,0,0
E26,1691673780.0000000000,26931627.6149999984,0,26931632.9770000018,141526759.1949999928,0,105685527.7950000018,0,0,0
E26,1691673810.0000000000,26908984.9169999994,0,26908990.3779999986,141407770.8880000114,0,105596672.9969999939,0,0,0
E26,1691673840.0000000000,26886370.6550000012,0,26886375.6999999993,141288931.7919999957,0,105507929.6210000068,0,0,0
E26,1691673870.0000000000,26863784.3319999985,0,26863789.8170000017,141170241.8379999995,0,105419297.6130000055,0,0,0
E26,1691673900.0000000000,26841228.2450000010,0,26841233.4699999988,141051708.0699999928,0,105330782.2259999961,0,0,0
E26,1691673930.0000000000,26818700.3530000001,0,26818705.3049999997,140933322.6110000014,0,105242377.6060000062,0,0,0
E26,1691673960.0000000000,26796200.6820000000,0,26796205.9869999997,140815088.5959999859,0,105154086.0849999934,0,0,0
E26,1691673990.0000000000,26773730.6440000013,0,26773735.8619999997,140697006.1780000031,0,105065907.7680000067,0,0,0
E26,1691674020.0000000000,26751288.7309999987,0,26751293.9910000004,140579073.7100000083,0,104977841.4259999990,0,0,0
E26,1691674050.0000000000,26728875.9059999995,0,26728881.2500000000,140461295.5900000036,0,104889890.3410000056,0,0,0
E26,1691674080.0000000000,26706494.6490000002,0,26706499.8359999992,140343680.1450000107,0,104802060.7399999946,0,0,0
E26,1691674110.0000000000,26684143.0989999995,0,26684147.8110000007,140226221.2139999866,0,104714347.9989999980,0,0,0
E26,1691674140.0000000000,26661822.0040000007,0,26661827.1550000012,140108925.2619999945,0,104626756.9650000036,0,0,0
E26,1691674170.0000000000,26639532.2039999999,0,26639537.2170000002,139991791.4309999943,0,104539286.9909999967,0,0,0
E26,1691674200.0000000000,26617273.1869999990,0,26617277.8460000008,139874818.2360000014,0,104451936.9819999933,0,0,0
E26,1691674230.0000000000,26595044.3249999993,0,26595048.8880000003,139758003.2430000007,0,104364705.1089999974,0,0,0
E26,1691674260.0000000000,26572846.3130000010,0,26572851.5689999983,139641356.9420000017,0,104277599.1990000010,0,0,0
E26,1691674290.0000000000,26550680.4459999986,0,26550685.5249999985,139524873.3149999976,0,104190614.7730000019,0,0,0
E26,1691674320.0000000000,26528547.5980000012,0,26528552.2479999997,139408564.1949999928,0,104103760.6410000026,0,0,0
E26,1691674350.0000000000,26506446.2580000013,0,26506450.9400000013,139292421.3440000117,0,104017030.6790000051,0,0,0
E26,1691674380.0000000000,26484376.8180000000,0,26484381.9430000000,139176448.0060000122,0,103930427.3129999936,0,0,0
E26,1691674410.0000000000,26462340.7329999991,0,26462345.6380000003,139060646.4600000083,0,103843952.2179999948,0,0,0
E26,1691674440.0000000000,26440338.0859999992,0,26440343.0460000001,138945022.7649999857,0,103757609.9350000024,0,0,0
E26,1691674470.0000000000,26418370.8610000014,0,26418375.3839999996,138829582.4799999893,0,103671404.6120000035,0,0,0
E26,1691674500.0000000000,26396437.7010000013,0,26396442.4079999998,138714324.0049999952,0,103585335.0509999990,0,0,0
E26,1691674530.0000000000,26374540.7600000016,0,26374545.3150000013,138599253.9920000136,0,103499406.2460000068,0,0,0
E26,1691674560.0000000000,26352679.8180000000,0,26352684.5780000016,138484375.6669999957,0,103413620.5719999969,0,0,0
E26,1691674590.0000000000,26330854.6799999997,0,26330859.8669999987,138369685.8540000021,0,103327975.6800000072,0,0,0
E26,1691674620.0000000000,26309067.9840000011,0,26309073.0190000013,138255195.2849999964,0,103242479.5639999956,0,0,0
E26,1691674650.0000000000,26287320.0430000015,0,26287325.0630000010,138140909.2170000076,0,103157136.1689999998,0,0,0
E26,1691674680.0000000000,26265610.1920000017,0,26265615.1900000013,138026824.0110000074,0,103071942.7610000074,0,0,0
E26,1691674710.0000000000,26243938.4899999984,0,26243943.6759999990,137912939.6960000098,0,102986899.3830000013,0,0,0
E26,1691674740.0000000000,26222306.0170000009,0,26222311.0469999984,137799261.2919999957,0,102902009.7639999986,0,0,0
E26,1691674770.0000000000,26200713.5920000002,0,26200718.4970000014,137685790.8249999881,0,102817275.4080000073,0,0,0
E26,1691674800.0000000000,26179160.4430000000,0,26179164.9880000018,137572528.3359999955,0,102732696.3680000007,0,0,0
E26,1691674830.0000000000,26157646.2039999999,0,26157650.9010000005,137459471.2120000124,0,102648270.6809999943,0,0,0
E26,1691674860.0000000000,26136171.5080000013,0,26136176.0100000016,137346620.3449999988,0,102563999.0129999965,0,0,0
E26,1691674890.0000000000,26114736.9180000015,0,26114741.5769999996,137233981.9440000057,0,102479886.0000000000,0,0,0
E26,1691674920.0000000000,26093344.1250000000,0,26093348.2679999992,137121560.1279999912,0,102395934.7339999974,0,0,0
E26,1691674950.0000000000,26071990.0309999995,0,26071994.7829999998,137009346.0079999864,0,102312138.5579999983,0,0,0
E26,1691674980.0000000000,26050676.6620000005,0,26050681.1510000005,136897343.0149999857,0,102228500.0409999937,0,0,0
E26,1691675010.0000000000,26329197.9059999995,0,26329202.3029999994,138360981.2619999945,0,103321476.7310000062,0,0,0
E26,1691675040.0000000000,26307964.3189999983,0,26307968.5329999998,138249398.7269999981,0,103238152.1889999956,0,0,0
E26,1691675070.0000000000,26286769.1119999997,0,26286773.5729999989,138138018.1870000064,0,103154978.4810000062,0,0,0
E26,1691675100.0000000000,26265615.0370000005,0,26265619.1869999990,138026850.9900000095,0,103071964.1079999954,0,0,0
E26,1691675130.0000000000,26244501.9039999992,0,26244506.2829999998,137915902.4460000098,0,102989112.9930000007,0,0,0
E26,1691675160.0000000000,26223430.5960000008,0,26223435.1440000013,137805173.2910000086,0,102906425.7179999948,0,0,0
E26,1691675190.0000000000,26202402.4840000011,0,26202406.6739999987,137694669.2899999917,0,102823906.5799999982,0,0,0
E26,1691675220.0000000000,26181417.1090000011,0,26181421.5920000002,137584391.3880000114,0,102741556.2779999971,0,0,0
E26,1691675250.0000000000,26160474.2719999999,0,26160478.6229999997,137474335.5480000079,0,102659371.8030000031,0,0,0
E26,1691675280.0000000000,26139573.5560000017,0,26139578.1849999987,137364503.4580000043,0,102577354.4109999985,0,0,0
E26,1691675310.0000000000,26118715.9530000016,0,26118720.4809999987,137254895.4440000057,0,102495504.3569999933,0,0,0
E26,1691675340.0000000000,26097901.0830000006,0,26097905.3630000018,137145511.7829999924,0,102413821.8240000010,0,0,0
E26,1691675370.0000000000,26077128.3139999993,0,26077132.6389999986,137036351.0850000083,0,102332305.7979999930,0,0,0
E26,1691675400.0000000000,26056397.8429999985,0,26056402.3379999995,136927412.8689999878,0,102250955.9200000018,0,0,0
E26,1691675430.0000000000,26035711.3619999997,0,26035715.7419999987,136818704.1699999869,0,102169777.4239999950,0,0,0
E26,1691675460.0000000000,26015069.8990000002,0,26015074.0720000006,136710231.9609999955,0,102088775.5219999999,0,0,0
E26,1691675490.0000000000,25994472.0570000000,0,25994476.1270000003,136601989.4609999955,0,102007945.1570000052,0,0,0
E26,1691675520.0000000000,25973919.1270000003,0,25973923.2360000014,136493984.1040000021,0,101927291.8799999952,0,0,0
E26,1691675550.0000000000,25953411.0229999982,0,25953414.8390000015,136386211.4990000129,0,101846812.4019999951,0,0,0
E26,1691675580.0000000000,25932949.1930000000,0,25932953.4600000009,136278686.6990000010,0,101766517.9790000021,0,0,0
E26,1691675610.0000000000,25912534.1009999998,0,25912538.2650000006,136171404.4819999933,0,101686404.6959999949,0,0,0
E26,1691675640.0000000000,25892166.0130000003,0,25892170.1079999991,136064369.9629999995,0,101606476.3869999945,0,0,0
E26,1691675670.0000000000,25871846.8929999992,0,25871850.8940000013,135957592.6969999969,0,101526740.1780000031,0,0,0
E26,1691675700.0000000000,25851576.8509999998,0,25851581.0480000004,135851073.7220000029,0,101447196.8490000069,0,0,0
E26,1691675730.0000000000,25831354.7789999992,0,25831358.7630000003,135744805.4099999964,0,101367840.7020000070,0,0,0
E26,1691675760.0000000000,25811182.1860000007,0,25811185.9690000005,135638797.3459999859,0,101288678.8900000006,0,0,0
E26,1691675790.0000000000,25791057.5929999985,0,25791061.4169999994,135533041.4490000010,0,101209705.3930000067,0,0,0
E26,1691675820.0000000000,25770979.3480000012,0,25770983.2699999996,135427530.4040000141,0,101130914.7450000048,0,0,0
E26,1691675850.0000000000,25750948.7270000018,0,25750952.1250000000,135322266.8219999969,0,101052308.8830000013,0,0,0
E26,1691675880.0000000000,25730962.4609999992,0,25730966.3229999989,135217240.9339999855,0,100973880.5180000067,0,0,0
E26,1691675910.0000000000,25711022.9479999989,0,25711027.5289999992,135112460.6579999924,0,100895635.5620000064,0,0,0
E26,1691675940.0000000000,25691133.8520000018,0,25691137.8159999996,135007940.6610000134,0,100817584.9740000069,0,0,0
E26,1691675970.0000000000,25671294.1519999988,0,25671298.1259999983,134903682.8379999995,0,100739730.1599999964,0,0,0
E26,1691676000.0000000000,25651505.7820000015,0,25651509.8799999990,134799694.2949999869,0,100662076.4270000011,0,0,0
E26,1691676030.0000000000,25631767.9369999990,0,25631771.9439999983,134695971.1820000112,0,100584620.9159999937,0,0,0
E26,1691676060.0000000000,25612081.6900000013,0,25612085.6030000001,134592518.6419999897,0,100507367.4479999989,0,0,0
E26,1691676090.0000000000,25592447.5689999983,0,25592451.3299999982,134489341.2870000005,0,100430319.4669999927,0,0,0
E26,1691676120.0000000000,25572865.8559999987,0,25572869.7470000014,134386438.8689999878,0,100353476.8009999990,0,0,0
E26,1691676150.0000000000,25553336.2760000005,0,25553340.3240000010,134283811.4189999998,0,100276839.4660000056,0,0,0
E26,1691676180.0000000000,25533859.1539999992,0,25533862.9780000001,134181457.9140000045,0,100200406.7000000030,0,0,0
E26,1691676210.0000000000,25514434.5370000005,0,25514438.6020000018,134079382.5559999943,0,100124181.6500000060,0,0,0
E26,1691676240.0000000000,25495063.2239999995,0,25495066.7820000015,133977582.4399999976,0,100048162.1319999993,0,0,0
E26,1691676270.0000000000,25775537.2190000005,0,25775541.1279999986,135451484.9359999895,0,101148803.6720000058,0,0,0
E26,1691676300.0000000000,25756270.6189999990,0,25756274.5729999989,135350238.9860000014,0,101073197.9950000048,0,0,0
E26,1691676330.0000000000,25737058.6799999997,0,25737062.1030000001,135249277.6119999886,0,100997804.8279999942,0,0,0
E26,1691676360.0000000000,25717899.5320000015,0,25717903.4090000018,135148598.6610000134,0,100922622.5709999949,0,0,0
E26,1691676390.0000000000,25698795.4670000002,0,25698798.9780000001,135048204.0570000112,0,100847652.6430000067,0,0,0
E26,1691676420.0000000000,25679744.7239999995,0,25679748.6189999990,134948094.1850000024,0,100772895.3519999981,0,0,0
E26,1691676450.0000000000,25660748.5969999991,0,25660752.4210000001,134848269.7310000062,0,100698351.1909999996,0,0,0
E26,1691676480.0000000000,25641807.5049999990,0,25641811.0879999995,134748732.4399999976,0,100624021.4619999975,0,0,0
E26,1691676510.0000000000,25622922.0000000000,0,25622925.6000000015,134649488.4690000117,0,100549910.7650000006,0,0,0
E26,1691676540.0000000000,25604093.0280000009,0,25604096.6189999990,134550541.6130000055,0,100476021.9379999936,0,0,0
E26,1691676570.0000000000,25585320.2980000004,0,25585323.8750000000,134451890.5940000117,0,100402354.0209999979,0,0,0
E26,1691676600.0000000000,25566604.8139999993,0,25566608.1209999993,134353539.6049999893,0,100328910.1490000039,0,0,0
